epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
62,0.6923,0.7397,"[2.43723384 4.70877239 0.18377269 2.08253705 1.10505641 0.39722058
 1.03593769 2.35419145 2.34995332 3.56836754 2.45091561 4.48808519
 1.28768999 5.33440188 0.1351289  4.28802527 2.4390575  3.69330293
 0.78580853 1.06181468 4.84825538]",8.5162
63,0.692,0.7433,"[2.43424067 4.71175576 0.18676398 2.08553238 1.10805428 0.39422394
 1.03890151 2.3571893  2.35293561 3.57136085 2.4479179  4.49107847
 1.2846996  5.33140366 0.1381247  4.2850757  2.43606114 3.69629957
 0.78285159 1.05881919 4.84525741]",8.4012
64,0.6926,0.7203,"[2.43124845 4.71473571 0.18975361 2.08852706 1.11105187 0.39122786
 1.04186397 2.36018686 2.35591785 3.57435328 2.44492053 4.49407105
 1.28171054 5.32840572 0.14112001 4.28213236 2.43306534 3.69929569
 0.77990143 1.05582425 4.84225974]",8.2852
65,0.6924,0.7397,"[2.42826666 4.71768553 0.19272795 2.09151456 1.1140462  0.38823732
 1.04478627 2.36318113 2.35888094 3.57733576 2.44192679 4.49705414
 1.27873618 5.32541063 0.14410922 4.27925412 2.43007538 3.70228645
 0.77701494 1.05283589 4.83926532]",8.1684
66,0.6926,0.7142,"[2.42527629 4.7206578  0.19571401 2.09450799 1.11704324 0.38524239
 1.0477461  2.36617814 2.36186291 3.58032653 2.43893009 4.50004543
 1.27574964 5.32241321 0.14710364 4.27632115 2.42708067 3.70528158
 0.77407785 1.04984195 4.83626826]",8.0509
67,0.6931,0.6993,"[2.42230696 4.72356173 0.19866644 2.0974869  1.12003376 0.38225916
 1.05063163 2.36916852 2.36481121 3.58329736 2.43594084 4.50301842
 1.27279265 5.31942165 0.15008613 4.27351404 2.42409798 3.70826568
 0.77127106 1.046861   4.83327785]",7.9327
68,0.6926,0.7255,"[2.42130601 4.72456769 0.19966895 2.09848762 1.12103409 0.38125848
 1.05163273 2.37016885 2.36581198 3.5842982  2.43494043 4.50401915
 1.27179114 5.31842133 0.15108666 4.27251226 2.42309731 3.7092663
 0.7702657  1.04586046 4.83227749]",7.8931
69,0.6929,0.7078,"[2.4203051  4.7255739  0.20067157 2.09948832 1.12203442 0.38025778
 1.05263308 2.37116918 2.36681246 3.585299   2.43394002 4.5050198
 1.27078973 5.31742101 0.15208715 4.27151242 2.42209664 3.71026691
 0.76926216 1.04485995 4.83127713]",7.8535
70,0.6931,0.6931,"[2.41859202 4.72743544 0.20247154 2.10112583 1.1234782  0.37866116
 1.05448553 2.37261677 2.36858751 3.58700101 2.43245901 4.50669903
 1.26901969 5.31599917 0.15367349 4.26965687 2.4204989  3.71184397
 0.76740601 1.04325266 4.8298239 ]",7.7902
71,0.6927,0.7161,"[2.41762236 4.72833656 0.20342186 2.10210483 1.12446877 0.37767845
 1.05538406 2.37360719 2.36954176 3.58797226 2.4314699  4.50767312
 1.26806182 5.31500772 0.15465644 4.26882457 2.41951641 3.71282791
 0.76658084 1.04227127 4.82883363]",7.7505
