epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
135,0.6932,0.6755,"[3.77148116 4.56278298 0.31576307 2.12865497 0.60751739 0.29080107
 0.85574169 1.85653044 2.17871755]",0.3675
136,0.6931,0.7287,"[3.76882419 4.55684027 0.30979661 2.12267353 0.6135005  0.28483388
 0.86163331 1.86250803 2.18470336]",0.3718
137,0.6932,0.6674,"[3.76984916 4.55455416 0.307644   2.12057708 0.61558777 0.28267526
 0.86403347 1.86461914 2.18677572]",0.3733
138,0.6931,0.688,"[3.77081662 4.55388639 0.3072764  2.12034503 0.61579813 0.28229765
 0.86498298 1.86488671 2.18695063]",0.3736
139,0.6933,0.6743,"[3.77425769 4.55959458 0.31313031 2.12625636 0.60987805 0.28814746
 0.85944225 1.85899052 2.18101685]",0.369
140,0.6932,0.6813,"[3.77153964 4.55370887 0.30721102 2.12030635 0.61583199 0.28222584
 0.86527543 1.8649312  2.18697669]",0.3736
141,0.6933,0.6785,"[3.77430213 4.55413332 0.30747943 2.12048091 0.61567227 0.28249662
 0.86470842 1.86473084 2.18684162]",0.3729
142,0.6933,0.7084,"[3.77911351 4.55705692 0.31048255 2.12353705 0.61260351 0.28549573
 0.86182773 1.86169142 2.1837475 ]",0.3701
143,0.6933,0.7103,"[3.78324761 4.55807167 0.31123583 2.12409655 0.61207953 0.28624997
 0.86059831 1.86107354 2.18328484]",0.369
144,0.6931,0.7071,"[3.78322654 4.55599699 0.30920632 2.12207761 0.61409624 0.28421814
 0.86270971 1.86309472 2.18529786]",0.3705
145,0.6933,0.7108,"[3.78604006 4.55207271 0.30524696 2.11809792 0.61807784 0.28025614
 0.86654741 1.86706854 2.18928187]",0.3732
146,0.6932,0.7191,"[3.79561603 4.55257453 0.30552999 2.11827499 0.61791744 0.28053768
 0.86580319 1.86686405 2.18914851]",0.3718
147,0.6931,0.6981,"[3.8043059  4.55678183 0.30964541 2.12234454 0.61385459 0.28464948
 0.86146922 1.86278256 2.18509614]",0.3678
